brand,caliber,part_number,stock_quantity,pricing_status,pricing_confidence,recommended_price_eur,price_lower_bound_eur,price_upper_bound_eur,sell_time_display,median_days_to_sell,sell_time_lower_days,sell_time_upper_days,turnover_confidence,turnover_method,evidence_basis,active_evidence_count,historical_evidence_count,total_unique_evidence_count,historical_value_h,current_value_c,demand_index_d,scarcity_score_s,price_trend_p,demand_adjustment_eur,germany_price_eur,us_price_eur,virtual_price_eur,no_recommendation_reason,recommendation_reason,turnover_reason,active_pricing_caveat,canonical_inventory_id,inventory_uid
Rolex,1100,6616,2,PRICED,LOW,28.77,17.26,40.28,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,1,0,1,,27.81,0.5625,0.8125,0.0,0.09,33.77,60.78,28.77,,"Based on active asking prices only (n=1 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity scarce (S=0.81).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1100_6616,iuid_52ad180f71c3431e
Rolex,1100,6631,1,NO_RECOMMENDATION,LOW,,,,Sell-time estimate unavailable - no price recommendation,,,,LOW,NO_PRICE_RECOMMENDATION,,0,0,0,,,,,,,,,,ONLY_LOW_CONFIDENCE_CANDIDATES,,No client-facing sell-time recommendation is shown because the item does not have a defensible price recommendation.,,rolex_1100_6631,iuid_c915971181644138
Rolex,1100,6633,2,PRICED,LOW,35.67,21.4,49.94,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,3,0,3,,35.78,0.5625,0.4375,0.0,0.11,40.67,68.58,35.67,,"Based on active asking prices only (n=3 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.44).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1100_6633,iuid_e4a0a61560a84bb1
Rolex,1100,6639,7,PRICED,LOW,47.95,28.77,67.13,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,6,0,6,,50.32,0.5625,0.0,0.0,0.15,52.95,82.47,47.95,,"Based on active asking prices only (n=6 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.00).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1100_6639,iuid_0bfc37212ef34167
Rolex,1100,6652,6,PRICED,MEDIUM,27.64,16.58,38.7,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,5,0,5,,28.63,0.5625,0.125,0.0,0.09,32.64,59.51,27.64,,"Based on active asking prices only (n=5 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.12).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1100_6652,iuid_1fa03a41b0904d65
Rolex,1100,6661,4,PRICED,LOW,12.62,7.57,17.67,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,1,0,1,,12.2,0.5625,0.8125,0.0,0.04,17.62,42.53,12.62,,"Based on active asking prices only (n=1 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity scarce (S=0.81).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1100_6661,iuid_cda77898a73c43a5
Rolex,1100,6750,6,PRICED,LOW,38.99,23.39,54.59,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,4,0,4,,39.87,0.5625,0.25,0.0,0.12,43.99,72.34,38.99,,"Based on active asking prices only (n=4 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.25).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1100_6750,iuid_7cf10cbce9f441f8
Rolex,1100,6753,1,PRICED,LOW,45.07,27.04,63.1,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,2,0,2,,44.37,0.5625,0.625,0.0,0.14,50.07,79.21,45.07,,"Based on active asking prices only (n=2 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.62).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1100_6753,iuid_a576656aa1c3414b
Rolex,1100,6754,6,PRICED,LOW,47.0,28.2,65.8,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,3,0,3,,47.15,0.5625,0.4375,0.0,0.15,52.0,81.39,47.0,,"Based on active asking prices only (n=3 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.44).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1100_6754,iuid_c75c27b01de14c90
Rolex,1120,6612,4,PRICED,LOW,91.49,54.89,128.09,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,7,0,7,,90.14,0.5,0.65,0.0,0.0,96.49,131.68,91.49,,"Based on active asking prices only (n=7 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.65).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1120_6612,iuid_cbe97838e7574e43
Rolex,1120,6622,2,PRICED,LOW,26.07,15.64,36.5,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,4,0,4,,25.31,0.5,0.8,0.0,0.0,31.07,57.73,26.07,,"Based on active asking prices only (n=4 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity scarce (S=0.80).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1120_6622,iuid_3fcc049ce82f4077
Rolex,1120,6632,1,PRICED,MEDIUM,46.79,39.77,53.81,0-30 days,24.0,0,30,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,10,1,11,43.89,44.09,1.0,0.9,0.0,1.14,51.79,81.15,46.79,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.90).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_1120_6632,iuid_2411cb8667ef4e4e
Rolex,1120,6637,4,PRICED,LOW,42.85,25.71,59.99,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,19,0,19,,43.73,0.5,0.3,0.0,0.0,47.85,76.7,42.85,,"Based on active asking prices only (n=19 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.30).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1120_6637,iuid_1f98aaff4ad0458e
Rolex,1120,6643,11,PRICED,LOW,45.5,27.3,63.7,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,29,0,29,,47.4,0.5,0.1,0.0,0.0,50.5,79.69,45.5,,"Based on active asking prices only (n=29 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.10).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1120_6643,iuid_d445797000174e6d
Rolex,1120,6648,1,PRICED,LOW,60.72,36.43,85.01,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,11,0,11,,60.72,0.5,0.5,0.0,0.0,65.72,96.9,60.72,,"Based on active asking prices only (n=11 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.50).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1120_6648,iuid_9239931f38b645f0
Rolex,1120,6654,1,PRICED,LOW,22.59,13.55,31.63,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,14,0,14,,23.78,0.5,0.0,0.0,0.0,27.59,53.8,22.59,,"Based on active asking prices only (n=30 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.00).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1120_6654,iuid_8721bd7e456f4965
Rolex,1120,6678,2,NO_RECOMMENDATION,LOW,,,,Sell-time estimate unavailable - no price recommendation,,,,LOW,NO_PRICE_RECOMMENDATION,,0,0,0,,,,,,,,,,ONLY_LOW_CONFIDENCE_CANDIDATES,,No client-facing sell-time recommendation is shown because the item does not have a defensible price recommendation.,,rolex_1120_6678,iuid_35bf7feb251342c5
Rolex,1120,6682,1,PRICED,LOW,86.03,51.62,120.44,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,8,0,8,,86.9,0.5,0.4,0.0,0.0,91.03,125.51,86.03,,"Based on active asking prices only (n=12 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.40).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1120_6682,iuid_7698f8a878c34fa8
Rolex,1120,6707,5,PRICED,LOW,80.93,48.56,113.3,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,7,0,7,,79.73,0.5,0.65,0.0,0.0,85.93,119.75,80.93,,"Based on active asking prices only (n=7 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.65).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1120_6707,iuid_6a610368edb24049
Rolex,1120,6717,1,PRICED,LOW,46.28,27.77,64.79,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,22,0,22,,47.72,0.5,0.2,0.0,0.0,51.28,80.58,46.28,,"Based on active asking prices only (n=22 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.20).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1120_6717,iuid_854419cc2db74406
Rolex,1130,6673,1,PRICED,LOW,51.21,30.73,71.69,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,17,0,17,,52.0,0.6,0.3,0.0,0.25,56.21,86.15,51.21,,"Based on active asking prices only (n=17 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.30).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1130_6673,iuid_843eebcd84a04e73
Rolex,1130,6675,1,PRICED,LOW,36.59,21.95,51.23,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,13,0,13,,37.15,0.6,0.3,0.0,0.18,41.59,69.63,36.59,,"Based on active asking prices only (n=17 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.30).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1130_6675,iuid_29d656f41cfa48c5
Rolex,1130,6736,1,PRICED,MEDIUM,71.06,42.64,99.48,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,9,0,9,,68.65,0.6,0.8,0.0,0.35,76.06,108.59,71.06,,"Based on active asking prices only (n=9 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity scarce (S=0.80).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1130_6736,iuid_17a55617905b4dc0
Rolex,1130,6738,2,PRICED,LOW,80.9,48.54,113.26,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,15,0,15,,79.7,0.6,0.6,0.0,0.4,85.9,119.72,80.9,,"Based on active asking prices only (n=15 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.60).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1130_6738,iuid_d1da938c0b3e4d76
Rolex,1130,6740,2,PRICED,LOW,52.96,31.78,74.14,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,26,0,26,,55.47,0.6,0.0,0.0,0.26,57.96,88.13,52.96,,"Based on active asking prices only (n=26 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.00).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1130_6740,iuid_c0a44d4ded564528
Rolex,1135,6770,1,PRICED,LOW,59.23,35.54,82.92,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,10,0,10,,60.83,0.293,0.3391,0.0,-0.62,64.23,95.22,59.23,,"Based on active asking prices only (n=10 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.34).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1135_6770,iuid_1880250c18164cfa
Rolex,1135,6772,1,PRICED,LOW,49.1,41.74,56.46,366-730 days,422.4,366,730,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,1,1,2,46.53,52.0,0.64,0.9791,0.0,0.34,54.1,83.76,49.1,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.98).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_1135_6772,iuid_d4c4f94a1aa04bb4
Rolex,1160,6802,1,NO_RECOMMENDATION,LOW,,,,Sell-time estimate unavailable - no price recommendation,,,,LOW,NO_PRICE_RECOMMENDATION,,0,0,0,,,,,,,,,,ONLY_LOW_CONFIDENCE_CANDIDATES,,No client-facing sell-time recommendation is shown because the item does not have a defensible price recommendation.,,rolex_1160_6802,iuid_8c040b15fd0749dd
Rolex,1160,6805,1,NO_RECOMMENDATION,LOW,,,,Sell-time estimate unavailable - no price recommendation,,,,LOW,NO_PRICE_RECOMMENDATION,,0,0,0,,,,,,,,,,ONLY_LOW_CONFIDENCE_CANDIDATES,,No client-facing sell-time recommendation is shown because the item does not have a defensible price recommendation.,,rolex_1160_6805,iuid_c9d14f845557422a
Rolex,1161,6831/320,4,NO_RECOMMENDATION,LOW,,,,Sell-time estimate unavailable - no price recommendation,,,,LOW,NO_PRICE_RECOMMENDATION,,0,0,0,,,,,,,,,,ONLY_LOW_CONFIDENCE_CANDIDATES,,No client-facing sell-time recommendation is shown because the item does not have a defensible price recommendation.,,rolex_1161_6831_320,iuid_1ae04a268ff24d05
Rolex,1210,131,2,PRICED,LOW,14.84,12.61,17.07,91-183 days,90.6,91,183,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,4,1,5,13.93,21.35,0.9286,0.9286,0.0,0.31,19.84,45.04,14.84,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.93).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_1210_131,iuid_d36ea2fc899b4902
Rolex,1210,7507,4,PRICED,LOW,75.47,64.15,86.79,184-365 days,283.6,184,365,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,21,1,22,73.75,65.87,0.6786,0.6429,0.0,0.67,80.47,113.57,75.47,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.64).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_1210_7507,iuid_63f02d4ffd42414b
Rolex,1210,7517,3,PRICED,LOW,57.4,48.79,66.01,31-90 days,60.1,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,24,1,25,55.02,63.37,0.9286,0.7143,0.0,1.2,62.4,93.14,57.4,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.71).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_1210_7517,iuid_8072a2af339a4f03
Rolex,1210,7519,2,PRICED,MEDIUM,51.4,43.69,59.11,31-90 days,38.0,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,11,2,13,48.93,52.0,0.9286,0.7857,0.0,1.08,56.4,86.36,51.4,,"Based on historical sold evidence (n=10 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.79).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_1210_7519,iuid_8338a23a97f34754
Rolex,1210,7532,2,PRICED,LOW,29.96,17.98,41.94,31-90 days,84.2,31,90,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,6,0,6,,30.29,0.2857,0.5,0.0,-0.32,34.96,62.13,29.96,,"Based on active asking prices only (n=6 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.50).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1210_7532,iuid_07115e5b6a964b97
Rolex,1210,7548,2,PRICED,LOW,68.56,41.14,95.98,31-90 days,84.2,31,90,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,9,0,9,,70.31,0.2857,0.3571,0.0,-0.74,73.56,105.77,68.56,,"Based on active asking prices only (n=9 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.36).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1210_7548,iuid_d086e17dd35745a0
Rolex,1210,7550,3,PRICED,LOW,51.29,43.6,58.98,91-183 days,174.5,91,183,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,19,1,20,50.48,46.89,0.6786,0.5714,0.0,0.45,56.29,86.24,51.29,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.57).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_1210_7550,iuid_20f6664100394adc
Rolex,1210,7553,4,PRICED,LOW,48.26,28.96,67.56,31-90 days,84.2,31,90,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,21,0,21,,51.35,0.2857,0.0,0.0,-0.52,53.26,82.82,48.26,,"Based on active asking prices only (n=33 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.00).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1210_7553,iuid_2da15e5b029343e2
Rolex,1210,7560,3,PRICED,LOW,30.3,25.76,34.84,31-90 days,59.5,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,5,1,6,29.0,29.61,0.6786,0.8571,0.0,0.27,35.3,62.51,30.3,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.86).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_1210_7560,iuid_0f0c9682498a4ca0
Rolex,1210,7563,1,PRICED,LOW,50.09,42.58,57.6,31-90 days,64.3,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,40,1,41,50.0,56.76,0.6786,0.4286,0.0,0.44,55.09,84.88,50.09,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.43).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_1210_7563,iuid_414144002f884670
Rolex,1210,7565,4,PRICED,LOW,30.12,18.07,42.17,31-90 days,84.2,31,90,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,23,0,23,,31.81,0.2857,0.0714,0.0,-0.33,35.12,62.31,30.12,,"Based on active asking prices only (n=23 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.07).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1210_7565,iuid_270c66047e4d4d7c
Rolex,1210,7567,3,PRICED,LOW,45.22,27.13,63.31,31-90 days,84.2,31,90,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,14,0,14,,47.4,0.2857,0.1429,0.0,-0.49,50.22,79.38,45.22,,"Based on active asking prices only (n=22 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.14).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1210_7567,iuid_a3a751ea4bed4a3b
Rolex,1210,7569,3,PRICED,LOW,38.36,23.02,53.7,31-90 days,84.2,31,90,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,10,0,10,,39.63,0.2857,0.2857,0.0,-0.42,43.36,71.62,38.36,,"Based on active asking prices only (n=10 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.29).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1210_7569,iuid_8f39ad3bfc9b444d
Rolex,1210,7571,4,PRICED,LOW,65.97,39.58,92.36,31-90 days,84.2,31,90,MEDIUM,COMPARABLE_COHORT_HAZARD_FIT,ACTIVE_ONLY,15,0,15,,68.64,0.2857,0.2143,0.0,-0.71,70.97,102.84,65.97,,"Based on active asking prices only (n=15 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.21).",Sell-time is estimated from comparable sold observations in the same brand and caliber cohort.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1210_7571,iuid_898c5360334446e3
Rolex,1215,119,1,PRICED,LOW,81.05,48.63,113.47,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,3,0,3,,86.03,0.3333,0.0,0.0,-0.68,86.05,119.88,81.05,,"Based on active asking prices only (n=3 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.00).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1215_119,iuid_e3738305cb3b4dc9
Rolex,1215,7590,8,PRICED,LOW,127.91,108.72,147.1,31-90 days,55.2,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,9,1,10,129.0,86.79,0.6667,0.3333,0.0,1.06,132.91,172.86,127.91,,"Based on historical sold evidence (n=5 sale(s)). Price trend flat (+0.0%), scarcity balanced (S=0.33).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_1215_7590,iuid_0fc60e623c444d44
Rolex,1215,7592,3,PRICED,MEDIUM,156.6,133.11,180.09,31-90 days,45.4,31,90,LOW,DIRECT_ITEM_HAZARD_FIT,HISTORICAL,14,2,16,150.27,65.88,1.0,0.6667,0.0,3.82,161.6,205.29,156.6,,"Based on historical sold evidence (n=10 sale(s)). Price trend flat (+0.0%), scarcity scarce (S=0.67).",Sparse dated sold observations support only a low-confidence turnover estimate.,,rolex_1215_7592,iuid_af54f46c5d96456f
Rolex,1220,7556,2,PRICED,LOW,58.38,35.03,81.73,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,9,0,9,,59.88,0.5,0.25,0.0,0.0,63.38,94.25,58.38,,"Based on active asking prices only (n=9 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity oversupplied (S=0.25).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1220_7556,iuid_c71a55e1f4434760
Rolex,1220,7621,3,PRICED,LOW,83.86,50.32,117.4,0-30 days,12.0,0,30,LOW,HIERARCHICAL_PORTFOLIO_PRIOR,ACTIVE_ONLY,8,0,8,,83.86,0.5,0.5,0.0,0.0,88.86,123.06,83.86,,"Based on active asking prices only (n=8 listing(s)), discounted 21% ask→sold. Price trend flat (+0.0%), scarcity balanced (S=0.50).",Sell-time is estimated from a broad brand/portfolio historical prior because item-level sold velocity is unavailable.,"Inventory condition/OEM status is not confirmed in the source file; active prices may contain used, aftermarket, bundle, damaged, or premium NOS segments.",rolex_1220_7621,iuid_c209f49a54484e3e
